"ID","Date","Year","Time","Age","Sex","Dispositon","TotL..ft.","TotL..cm.","SVL...cm.","lbs","kg","Easting","Northing","General.Location","Method","Association","Additional.ID","County","Designation","Observer","Scout","Egg.Count","Follicle.Status","Comments","Phenotype","Size.Est.","X..Hidden","Snake.Temp","Ground.Temp","Microhabitat","Burrow.Feature","Behavior","Condition","NEW.ID.","Method_Grouped","x","y"
"BP01-28SEP19",2019-09-28,"2019","1:18","juvenile","Male","alive","6.2",188,164,6.2,2.8,"435364","2879093","Tamiami Trail  E of greenway","Road Cruising","","","Collier","Agricultural","KK, NV, AlF","",NA,"","","","","","","Ambient=78","road","","Traveling S to N ","","","Road Cruising",-81.6460104617444,26.0293402424385
"E29-BP01-18OCT19",2019-10-18,"2019","23:50","hatchling","Female","alive","3.7",114,101,1.2,0.6,"477017","2862055","Tamiami Trail","Road Cruising","","","Collier","BCNP","KK, AuF, AlF","",NA,"","","","","","","Ambient=78","road","","Traveling S to N ","","","Road Cruising",-81.2294123953225,25.8767511013828
"E29-BP01-19OCT19",2019-10-19,"2019","1:20","hatchling","Female","alive","3.9",118,105,1.4,0.7,"511925","2854880","Tamiami Trail","Road Cruising","","","Collier","BCNP","KK, AuF, AlF","",NA,"","","","","","","Ambient=79","road","","Traveling N to S ","","","Road Cruising",-80.8810312289904,25.8120931160515
"E29-BP02-19OCT19",2019-10-19,"2019","1:54","hatchling","Male","dead",NA,NA,NA,NA,NA,"486744","2860958","Tamiami Trail","Road Cruising","","","Collier","BCNP","KK, AuF, AlF","",NA,"","","","","","","","road","","","","","Road Cruising",-81.1323083844707,25.8669662058847
"BP01-23OCT19",2019-10-23,"2019","10:30","adult","Female","alive","13.8",420,369,95.7,43.4,"431931","2883100","Winding Cypress","Scout","direct","","Collier","Development","IB, IE, Associated Press","Johnny","55","V","found in proximity to telemetered male (PYBI-21); coiled, shedding, excreted ~3kg of feces w/ deer","","","","","","","","","","","Scout",-81.6805288868758,26.0653626470087
"EDD-BP01-23OCT19",2019-10-23,"2019","10:31","adult","Male","alive","8.5",260,228,18.3,8.3,"430181","2885792","Lely Resort","Responding","","PYBI-60 Jack Ruby","Collier","Development","FWC; Rubenstein","",NA,"","observed crossing the median, escaped to an armadillo burrow and extracted","","","","","","","","","","","Miscellaneous",-81.6981678823969,26.0895854319279
"BP01-01NOV19",2019-11-01,"2019","14:15","adult","Male","alive","6.9",210,182,9.4,4.3,"435566","2883160","Wiggins","Heavy Equipment","","","Collier","Six L's Agricultural","Victor","",NA,"","found excavating north side of AG levee in para filled ditch with water","","","","","","","","","","","Heavy Equipment",-81.6441923394723,26.0660711242429
"OBS-BP01-11NOV19",2019-11-11,"2019","N/A","adult","n/a","alive","14.1",430,379,NA,NA,"438115","2882004","Rouge River Farms","Heavy Equipment","","","Collier","Agricultural","green bean picker operator","",NA,"","caught snake in machine, went to look, ran away: do not know live or dead (PYBI-45 Donnie may be with it now)","","","","","","","","","","","Heavy Equipment",-81.6186545676074,26.0557447654474
"EDD-BP01-15NOV19",2019-11-15,"2019","N/A","adult","Female","alive","12.3",375,330,NA,NA,"437378","2874287","SR92","Opportunistic","","","Collier","CSSP","Nate Augustus","",NA,"","found on side of SR92","","","","","","shoulder","","","","","Miscellaneous",-81.6256523315561,25.9860339551722
"EDD-BP01-17NOV19",2019-11-17,"2019","N/A","adult","Female","alive","10.6",324,275,29.7,13.5,"424610","2876701","Cannon Island","Opportunistic","","PYBI-62 Cuddles","Collier","RBNERR","","",NA,"","","","","","","","hardwood hammock","","","","","Miscellaneous",-81.7533475352153,26.0072223277366
"BP01-25NOV19",2019-11-25,"2019","10:15","adult","Female","alive","8.5",258,227,16.8,7.6,"439459","2874914","SR92","Hunting","","","Collier","CSSP","IB, IE, AlF","","na","","caught basking on N side of road; nearby alligator","","","0","74","GSh = 68.2","shoulder","","basking","healthy","","Hunting",-81.6048911156032,25.9917837805126
"BP01-26NOV19",2019-11-26,"2019","11:43","adult","Male","alive","8.3",252,216,18.9,8.6,"434506","2877309","Fiddler's Agricultural, S line","Hunting","","PYBI-61 Breaker","Collier","Fiddler's Creek","IB, IE, AlF","",NA,"","caught basking, shedding; further down the levee, recovered Ziggy","","","","","","levee","","","","","Hunting",-81.6544960244951,26.0131934864428
"OBS-BP02-26NOV19",2019-11-26,"2019","12:15","adult","n/a","alive",NA,NA,NA,NA,NA,"434921","2877075","Fiddler's Agricultural, S line","Hunting","","","Collier","Fiddler's Creek","IE, AlF","",NA,"","seen shedding, basking near old pipeline; missed capture, hope to recover 30NOV19","","","","","","","","","","","Hunting",-81.6503374112337,26.0110993535145
"BP01-03DEC19",2019-12-03,"2019","12:08","adult","Male","alive","9.4",288,248,25.9,11.8,"434947","2877092","Fiddler's Agricultural, S line","Hunting","","PYBI-63 Darryl McLovin","Collier","Fiddler's Creek","IB, IE, AlF","",NA,"","shedding, believed to be OBS-26NOV19","","","","","","levee","","basking / shedding","","","Hunting",-81.6500784506773,26.0112540193796
"BP02-03DEC19",2019-12-03,"2019","12:45","adult","Male","alive","7.1",216,188,12.1,5.5,"434507","2877493","Fiddler's Agricultural, W line","Hunting","","","Collier","Fiddler's Creek","IE, AlF","",NA,"","shedding","","","","","","levee","","basking / shedding","","","Hunting",-81.6544952439985,26.0148549139844
"BP03-03DEC19",2019-12-03,"2019","13:03","adult","Male","alive","7.5",230,198,15.1,6.9,"434512","2877634","Fiddler's Agricultural, W line","Hunting","","","Collier","Fiddler's Creek","IE, AlF","",NA,"","basking with prey bolus","","","","","","levee","","basking / digesting","","","Hunting",-81.6544523391495,26.0161282644136
"BP04-03DEC19",2019-12-03,"2019","13:14","juvenile","Female","alive","7.1",217,188,14,6.4,"434512","2877848","Fiddler's Agricultural, W line","Hunting","","","Collier","Fiddler's Creek","IE, AlF","","na","","basking with prey bolus","","","","","","levee","","basking / digesting","","","Hunting",-81.6544630542595,26.0180605234593
"BP01-04DEC19",2019-12-04,"2019","12:26","adult","Female","alive","12.8",391,343,76.7,34.8,"439252","2875546","S of Old Marco Rd","Scout","direct","","Collier","CSSP","IB, IE, AlF","Thor","57","V","found in burrow in proximity to telemetered male (PYBI-51)","","","","","","burrow","","courting","","","Scout",-81.6069885686388,25.9974816724685
"BP02-04DEC19",2019-12-04,"2019","14:00","adult","Female","alive","13.4",407,360,100.7,45.7,"432120","2883702","Winding Cypress","Scout","direct","","Collier","Development","IB, IE, AlF","Johnny","65","V","Found in proximity to telemetered male (PYBI-21)","","","","","","edge of hammock","","courting","","","Scout",-81.6786707676317,26.0708070832134
"BP01-06DEC19",2019-12-06,"2019","11:35","adult","Female","alive","10.3",314,275,34.2,15.5,"434509","2877287","Fiddler's Agricultural, W line","Hunting","","","Collier","Fiddler's Creek","IB, IE, AlF","","na","","found basking on W line, regurgitated 2 limpkins","","","","","","levee","","basking / digesting","","","Hunting",-81.6544649450206,26.0129949785905
"BP01-07DEC19",2019-12-07,"2019","11:08","adult","Female","alive","15.7",480,426,150.1,68.1,"437444","2882339","Rouge River Farms","Hunting","","PYBI-64 Lulu","Collier ","Agricultural","IB, AF, AlF","","64","C","Found on east facing levee, spotted out in open ","","","","","","agricultural retention","","basking","","","Hunting",-81.6253781880106,26.0587406722565
"BP01-12DEC19",2019-12-12,"2019","12:58","adult","Male","alive","8.8",269,232,18.3,8.3,"435624","2877025","Eagle Island","Scout","direct","PYBI-65 Darwin","Collier","RBNERR","IB, IE, AlF","Newton",NA,"","on the move, indirect capture (PYBI - 50), stopped underneath saw palmetto ","","","","","","saw palmetto / oak scrub","","trraveling","","","Scout",-81.6433101952059,26.0106793169185
"BP01-20DEC19",2019-12-20,"2019","11:55","adult","Female","alive","14.3",437,387,97.6,44.3,"434587","2876490","S of Fiddler's Agricultural","Scout","direct","","Collier","RBNERR","IB, AlF","Ziggy","68","V","shedding","","","","","","pine / palmetto island surrounded by wetland","","shedding","","20191220.01","Scout",-81.6536456711669,26.0058021854943
"OBS-EDD-BP01-21DEC19",2019-12-21,"2019","","adult","Male","alive",NA,NA,NA,NA,NA,"","","8435 Benelli Ct, Verona Walk","Opportunistic","","","Collier","Development","Diana Kunz","",NA,"","thought to be scout animal PYBI-58","","","","","","","","","","","Miscellaneous",NA,NA
"BP01-24DEC19",2019-12-24,"2019","9:50","adult","Male","alive","8.7",265,232,16.8,7.6,"437717","2882888","Rouge River Farms","Hunting","","PYBI-66 Randy","Collier","Agricultural","IB, IE, AF","",NA,"","basking N of deep water","","","","","","agricultural retention","","basking","","20191224.01","Hunting",-81.6226753147853,26.063709523736
"BP02-24DEC19",2019-12-24,"2019","","adult","Male","alive","8",244,211,14.7,6.7,"438984","2880519","E.Sentel","Hunting","","","Collier","Six L's Agricultural","IB,IE, AF","",NA,"","basking on E facing retention zone","","","","","","agricultural retention","","basking","","20191224.02","Hunting",-81.6098983131342,26.0423732303141
"OBS-EDD-BP01-25DEC19",2019-12-25,"2019","","adult","Male","alive",NA,NA,NA,NA,NA,"","","Big Cypress Bend Boardwalk","Opportunistic","","","Collier","FSSP","Mac Hatcher","",NA,"","basking on canal edge; potentially PYBI-V5","","","","","","","","","","","Miscellaneous",NA,NA
"BP01-26DEC19",2019-12-26,"2019","12:00","adult","Male","alive","10.7",326,284,29,13.2,"433612","2877342","Fiddler's Creek","Hunting","","PYBI-67 Bobby Rubino","Collier","Fiddler's Creek","IB, IE, AF, EM","",NA,"","basking on S facing edge of lake. Shedding","","","","","","edge of lake","","basking","","20191226.01","Hunting",-81.6634311642761,26.0134507326057
"BP01-27DEC19",2019-12-27,"2019","12:10","adult","Female","alive","11.9",363,323,55.6,25.2,"438944","2879807","E.Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF, AF","Ronin","44","V","caught slithering away from large pad of matted grass, likely from mating activity","","","","","","agricultural retention","","courting","","20191227.01","Scout",-81.610264847083,26.0359426819783
"BP01-31DEC19",2019-12-31,"2019","11:03","adult","Female","alive","10",304,269,42.9,19.5,"436558","2875507","Curcie Lake","Scout","direct","","Collier","RBNERR","IE, AlF, AF","Elvis","32","V","caught slithering away from basking area w/ nearby urate","","","","","","fern edge of cattail marsh","","basking","","20191231.01","Scout",-81.6339035990229,25.9970140633213
"BP01-01JAN20",2020-01-01,"2020","13:16","adult","Female","alive","9.3",283,250,21.7,9.9,"436143","2880029","Wiggins","Hunting","","","Collier","Six L's Agricultural","IE, AlF, AF, SA","","20","V","basking on W edge of levee","","","","","","levee","","basking","","20200101.01","Hunting",-81.6382708009354,26.03782622
"BP01-06JAN20",2020-01-06,"2020","10:55","adult","Female","alive","13.4",408,361,108.9,49.4,"433481","2890323","Willow Run Quarry / Belle Meade","Scout","direct","PYBI-68 Willow","Collier","Development","IE, AlF","Caesar","76","C","caught basking nearby male in alligator flag ","","","","","","ecotone - willow / cabbage palm","","courting","","20200106.01","Scout",-81.6654023216435,26.1306522431759
"BP01-09JAN20",2020-01-09,"2020","13:30","adult","Female","alive","9.3",282,247,20.5,9.3,"431694","2878028","Runaway Ln ","Responding","","","Collier","Fiddler's Creek","IB, AlF","","20","V","found in burrow","","","","","","DILLO burrow","","courting","","20200109.01","Miscellaneous",-81.6826329522417,26.0195555397539
"BP02-09JAN20",2020-01-09,"2020","13:50","adult","Male","alive","6.9",210,203,11.9,5.4,"431694","2878028","Runaway Ln","Responding","","","Collier","Fiddler's Creek","IB, AlF","",NA,"","found in burrow, missing tail","","","","","","DILLO burrow","","courting","","20200109.02","Miscellaneous",-81.6826329522417,26.0195555397539
"BP03-09JAN20",2020-01-09,"2020","14:20","adult","Female","alive","12",366,321,77.5,35.2,"426760","2878500","Shell  Island Rd","Responding","","","Collier","RBNERR","IB, AlF","","36","V","caught next to hog trap at the end of Shell Island; red cloaca","","","","","","sandy scrub","","traveling E to W","","20200109.03","Miscellaneous",-81.7319654395048,26.0235760126184
"BP01-10JAN20",2020-01-10,"2020","11:30","adult","Female","alive","8.3",253,222,19.2,8.7,"428207","2884706","Eagle Lakes Community Park","Responding","","","Collier","Development","IB, AlF","","na","","seen by locals","","","","","","floating vegetation","","basking","","20200110.01","Miscellaneous",-81.7178462129548,26.0796830239098
"BP01-13JAN20",2020-01-13,"2020","13:08","adult","Female","alive","10.4",317,278,32.1,14.6,"435817","2880707","Greenway Rd","Scout","direct","","Collier","Development","IB, AlF","Franko","32","V","","","","","","","nursery","","courting","","20200113.01","Scout",-81.6415624240262,26.043933614266
"BP03-13JAN20",2020-01-13,"2020","","adult","Male","alive","7.3",223,192,10.5,4.8,"432812","2868529","Steven's Landing","Responding","","","Collier","Marco Island","Bobby Monroe","",NA,"","","","","","","","mangrove edge","","basking","","","Miscellaneous",-81.6709736299844,25.9338388574272
"BP01-14JAN20",2020-01-14,"2020","12:48","adult","Male","alive","7.9",241,208,12.9,5.9,"434878","2876862","S of Fiddler's Agricultural","Scout","direct","","Collier","Fiddler's Creek","IB, AlF","Newton",NA,"","labyrinth","labyrinth","","","","","cabbage palm hammock","","basking","","","Scout",-81.6507564885371,26.0091741870823
"BP01-18JAN20",2020-01-18,"2020","11:57","adult","Female","alive","11.6",355,315,48.4,22,"436769","2874858","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, AF, AlF","Quatro","38","V","caught basking near Quatro","","","","26.7","","oak hammock","","basking","","","Scout",-81.6317640809887,25.9911632608525
"BP01-20JAN20",2020-01-20,"2020","1356","adult","Female","alive","11.8",361,327,68,30.9,"438921","2880376","E. Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF","Ronin","55","V","slight stumpy tail; caught in proximity to PYBI-34","","","","","","levee","","basking","","","Scout",-81.6105213276758,26.0410793813637
"BP01-22JAN20",2020-01-22,"2020","12:22","adult","Female","alive","15.9",486,435,141.3,64.1,"439274","2881410","E. Sentel","Scout","indirect","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie","73","V","","orange fleck eyes","","","","","agricultural retention","","courting ","","","Scout",-81.6070411200364,26.0504305399011
"BP01-23JAN20",2020-01-23,"2020","11:01","adult","Male","alive","10.2",310,270,31.1,14.1,"436923","2881482","W. Sentel","Scout","direct","PYBI-69","Collier","Six L's Agricultural","IB, IE, AlF, KF","Lulu",NA,"","","","","","","","agricultural retention","","basking / advertising?","","","Scout",-81.6305450098961,26.0509799600444
"OBS-BP01-23JAN20",2020-01-23,"2020","21:00","adult","Male","alive",NA,NA,NA,NA,NA,"","","Mainsail Drive ","Opportunistic","","","Collier","Development","Kelly Lord","",NA,"","seen attempting to cross road in evening","","","","","","shoulder","","traveling N to S","","","Miscellaneous",NA,NA
"BP01-24JAN20",2020-01-24,"2020","11:01","adult","Female","alive","11.7",358,316,66.4,30.1,"436461","2875389","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, IE, AlF","Elvis","42","V","caught basking on large oak hammock feature S of Curcie Rd","high yellow","","","","","oak hammock","","basking","","","Scout",-81.6348670357648,25.9959443541024
"BP01-25JAN20",2020-01-25,"2020","12:15","adult","Male","alive","11",335,292,43.7,19.8,"440903","2878104","New Land","Hunting","","PYBI-70 ""Fierro""","Collier","Six L's Agricultural","AF","",NA,"","caught in courtship with large female which escaped","","","","","","","","","","","Hunting",-81.590608166527,26.0206470825196
"BP02-25JAN20",2020-01-25,"2020","12:41","adult","Female","alive","13.4",408,362,75,34,"441046","2878919","New Land","Hunting","","","Collier","Six L's Agricultural","AF","","44","V","","","","","","","","","","","","Hunting",-81.5892158527074,26.0280118356027
"BP03-25JAN20",2020-01-25,"2020","12:41","adult","Male","alive","13",397,350,57.9,26.3,"441053","2878936","New Land","Hunting","","PYBI-71 ""Loki""","Collier","Six L's Agricultural","IB, AF","",NA,"","","","","","","","","","","","","Hunting",-81.5891466607778,26.0281656197058
"BP01-29JAN20",2020-01-29,"2020","11:03","adult","Male","alive","7.6",231,202,10.7,4.9,"438987","2880508","E. Sentel","Scout","indirect","","Collier","Six L's Agricultural","IB, IE, AF, AlF","Ronin",NA,"","head deformity (L side)","","","","","","","","","","","Scout",-81.6098678135311,26.0422740346723
"BP01-30JAN20",2020-01-30,"2020","9:55","adult","Male","alive","7.7",236,205,6,2.7,"437619","2874846","Curcie Lake","Hunting","","","Collier","RBNERR","IB, IE, AlF, AF","",NA,"","","high yellow","","","","","","","","","","Hunting",-81.6232712516234,25.9910917471947
"BP02-30JAN20",2020-01-30,"2020","11:08","adult","Female","alive","13.2",403,354,77.9,35.4,"436832","2875372","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, IE, AlF, AF","Quatro","37","V","","high yellow","","","","","","","","","","Scout",-81.6311594491253,25.995807078168
"BP03-30JAN20",2020-01-30,"2020","","adult","Female","dead","11.5",350,NA,NA,NA,"451650","2876662","Picayune -- Stair Step canal","Heavy Equipment","","","Collier","PSSF","ACE","",NA,"","chopped up digging spoil along canal","","Y","","","","","","","","","Heavy Equipment",-81.4831540530683,26.008025450791
"BP01-31JAN20",2020-01-31,"2020","","adult","Male","alive","7",214,200,11.7,5.3,"452063","2876584","Picayune -- Stair Step canal","Heavy Equipment","","","Collier","PSSF","Dusty, ACE","",NA,"","caught digging spoil along canal","","","","","","","","","","","Heavy Equipment",-81.4790242662264,26.0073348779388
"BP01-02FEB20",2020-02-02,"2020","11:00","juvenile","Female","dead","6.8",207,185,NA,NA,"","","41 North","Hunting","","","Collier","Six L's Agricultural","IE, AlF, SA, AuF, AnF","",NA,"","","","","","","","","","","","","Hunting",NA,NA
"BP01-03FEB20",2020-02-03,"2020","10:47","adult","Male","alive","8.4",255,221,15.2,6.9,"438971","2880319","E. Sentel","Scout","indirect","","Collier","Six L's Agricultural","IB, IE, AlF","Ronin",NA,"","caught basking on E facing edge of agricultural retention","","","","","","","","","","","Scout",-81.610018907193,26.0405668226586
"BP02-03FEB20",2020-02-03,"2020","14:06","adult","Female","alive","14.8",450,396,114.1,51.8,"434916","2882290","O'Donnell Nursery","Scout","indirect","","Collier","Development","IB, IE, AlF","Nice","61","V","caught basking in willow swamp edge of nursery; nearby previous locations for Franko, Jimi, PYBI-69","","","","","","","","","","","Scout",-81.6506471214977,26.0581865791392
"BP03-03FEB20",2020-02-03,"2020","15:16","adult","Male","alive","9.8",300,261,25.7,11.7,"430630","2883324","Marco Raw Water","Scout","direct","","Collier","Development","IB, IE, AlF","Ca$h",NA,"","caught at edge of lake","","","","","","","","","","","Scout",-81.693546965436,26.0673232736335
"BP01-04FEB20",2020-02-04,"2020","10:25","adult","Male","alive","9.1",276,236,17.5,8,"439208","2877286","Marsh S of Fiddler's Creek","Scout","direct","","Collier","RBNERR","IB, IE, AlF","Bobby Rubino",NA,"","caught basking on large mat of cattails nearby basking PYBI-67","","","","","","","","","","","Scout",-81.6075090187418,26.0131908862236
"BP01-05FEB20",2020-02-05,"2020","10:15","adult","Female","alive","12.1",369,324,54.2,24.6,"435593","2876761","Eagle Island","Scout","direct","","Collier","Fiddler's Creek","IB, IE, AlF","Darwin","43","V","found in GOTO burrow nearby PYBI-65","","","","","","","","","","","Scout",-81.6436069677696,26.0082942092208
"BP02-05FEB20",2020-02-05,"2020","12:38","adult","Female","alive","12.6",383,335,63.1,28.6,"434942","2877090","Fiddler's Agricultural,  S line","Scout","direct","","Collier","Fiddler's Creek","IB, IE, AlF","Breaker","40","V","found courting on levee w/ PYBI-61","","","","","","","","","","","Scout",-81.6501283139519,26.0112357361977
"BP01-08FEB20",2020-02-08,"2020","","adult","Male","alive","10.1",307,265,25,11.4,"428474","2878918","Shell Island Rd","Opportunistic","","","Collier","RBNERR","GC","",NA,"","found crossing SIR E to W","","","","","","road","","traveling E to W","","","Miscellaneous",-81.7148595550952,26.0274359183581
"BP01-10FEB20",2020-02-10,"2020","15:16","adult","Female","alive","14.9",453,400,129.9,58.9,"430635","2883322","Marco Raw Water","Scout","indirect","","Collier","Development","IB, IE, AlF, AF","Cash, Dylan","73","V","found basking on lake edge","","","","","","","","basking","","","Scout",-81.6934968730394,26.0673054555466
"BP02-10FEB20",2020-02-10,"2020","15:39","adult","Female","alive","8.1",247,216,15.7,7.1,"431041","2883118","Marco Raw Water","Hunting","","","Collier","Development","IB, IE, AlF, AF","","na","","found basking on ridge","","","","","","","","basking","","","Hunting",-81.6894272208702,26.0654829562317
"BP01-11FEB20",2020-02-11,"2020","13:21","adult","Female","alive","9.1",278,243,21.8,9.9,"436150","2880405","Wiggins","Hunting","","","Collier","Six L's Agricultural","IB, IE, AlF, AF","","18","V","found basking w/ nearby suitor, small male that escaped","","","","","","","","","","","Hunting",-81.6382192145915,26.0412215266422
"BP01-13FEB20",2020-02-13,"2020","14:32","adult","Female","alive","11.5",351,308,47.7,21.7,"437030","2874881","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, IE, AlF, AF","Quatro","34","V","found resting nearby PYBI-47","","","","","","","","","","","Scout",-81.6291575658956,25.9913822999027
"BP01-14FEB20",2020-02-14,"2020","12:46","adult","Female","alive","15",458,403,102.6,46.6,"441028","2878211","New Land","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF, AF","Fierro","64","V","found escaping nearby PYBI-70; mean snake","","","","","","","","","","","Scout",-81.5893638101955,26.0216183222029
"BP01-15FEB20",2020-02-15,"2020","13:00","adult","Male","alive","7.6",233,203,10,4.6,"429605","2880731","S of Henderson Creek","Opportunistic","","","Collier","RBNERR","GC","",NA,"","","","","","","","","","","","","Miscellaneous",-81.7036542476424,26.0438612045497
"BP01-17FEB20",2020-02-17,"2020","10:04","adult","Female","alive","10.9",332,293,40.8,18.5,"424810","2886565","Isles of Collier Preserve","Scout","direct","","Collier","Development","IB, IE, AlF","Luther",NA,"","found in DILLO burrow","","","","","","","","","","","Scout",-81.7519172358363,26.0962949375717
"BP02-17FEB20",2020-02-17,"2020","11:26","adult","Male","alive","8",243,209,12.8,5.8,"424819","2886565","Isles of Collier Preserve","Scout","direct","PYBI-72 Barack","Collier","Development","IB, IE, AlF","Luther",NA,"","found in DILLO burrow","","","","","","","","","","","Scout",-81.7518272399614,26.0962954066682
"BP03-17FEB20",2020-02-17,"2020","12:52","juvenile","Male","alive","6.3",191,167,6.5,3,"427726","2881364","N of Henderson Creek","Scout","indirect","","Collier","RBNERR","IB, IE, AlF","Eddie",NA,"","seen escaping to water on the way back to truck from PYBI-56","","","","","","","","","","","Scout",-81.7224702104086,26.0494839066657
"BP04-17FEB20",2020-02-17,"2020","13:42","adult","Female","alive","11.3",344,305,42,19.1,"428127","2879432","Shell Island Rd","Scout","indirect","","Collier","RBNERR","IB, IE, AlF","Charlie","0","","caught basking/shedding on oak hammock nearby PYBI-57","","","","","","","","","","","Scout",-81.7183556595943,26.0320596858377
"BP01-18FEB20",2020-02-18,"2020","12:14","adult","Female","alive","9",274,242,28.6,13,"435504","2878792","Fiddler's Agricultural","Scout","direct","","Collier","Fiddler's Creek","IB, IE, AlF","McLovin","23","V","caught courting on levee under vine cover w/ PYBI-62","","","","","","","","","","","Scout",-81.6445964380826,26.02662868562
"BP01-19FEB20",2020-02-19,"2020","12:07","adult","Female","alive","10.9",333,293,38.4,17.4,"435872","2876629","E of Eagle Island","Scout","direct","","Collier","RBNERR","IB, IE, AlF","Ziggy","24","V","found in DILLO burrow","","","","","","","","","","","Scout",-81.6408126440909,26.0071147260861
"BP02-19FEB20",2020-02-19,"2020","15:56","adult","Female","alive","15.9",486,431,147.7,67,"427896","2881403","N of Henderson Creek","Scout","direct","PYBI-75","Collier","RBNERR","IB, IE, AlF","Eddie","82","C","caught in large aggregation in proximity to PYBI-56","","","","","","","","","","","Scout",-81.7207731061577,26.0498445309201
"BP03-19FEB20",2020-02-19,"2020","15:57","adult","Male","alive","10.7",325,280,34.4,15.6,"427896","2881403","N of Henderson Creek","Scout","direct","","Collier","RBNERR","IB, IE, AlF","Eddie",NA,"","caught in large aggregation in proximity to PYBI-56","","","","","","","","","","","Scout",-81.7207731061577,26.0498445309201
"BP04-19FEB20",2020-02-19,"2020","15:57","adult","Male","alive","12.1",370,322,51.3,23.3,"427896","2881403","N of Henderson Creek","Scout","direct","PYBI-76","Collier","RBNERR","IB, IE, AlF","Eddie",NA,"","caught in large aggregation in proximity to PYBI-56","","","","","","","","","","","Scout",-81.7207731061577,26.0498445309201
"BP01-24FEB20",2020-02-24,"2020","10:16","adult","Female","alive","15.5",473,416,120.7,54.8,"439418","2881417","E. Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie","70","V","caught in large aggregation in proximity to PYBI-45","","","","","","","","","","","Scout",-81.6056020281339,26.0504997877319
"BP02-24FEB20",2020-02-24,"2020","10:16","adult","Male","alive","9.2",280,241,19.4,8.8,"439418","2881417","E. Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"","caught in large aggregation in proximity to PYBI-45","","","","","","","","","","","Scout",-81.6056020281339,26.0504997877319
"BP03-24FEB20",2020-02-24,"2020","10:16","adult","Male","alive","8",243,212,12.5,5.7,"439418","2881417","E. Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"","caught in large aggregation in proximity to PYBI-45","","","","","","","","","","","Scout",-81.6056020281339,26.0504997877319
"BP04-24FEB20",2020-02-24,"2020","10:16","adult","Male","alive","8.4",255,229,15.9,7.2,"439418","2881417","E. Sentel","Scout","direct","","Collier","Six L's Agricultural","IB, IE, AlF","Donnie",NA,"","caught in large aggregation in proximity to PYBI-45","","","","","","","","","","","Scout",-81.6056020281339,26.0504997877319
"BP01-25FEB20",2020-02-25,"2020","10:24","adult","Male","alive","9.8",299,257,23.2,10.5,"433798","2889879","Willow Run Quarry / Belle Meade","Scout","direct","PYBI-73 Mikey","Collier","PSSF","IE, AlF","Willow",NA,"","caught in aggregation with PYBI-68","","","","","","","","","","","Scout",-81.6622088732977,26.1266579308154
"BP02-25FEB20",2020-02-25,"2020","10:26","adult","Male","alive","10.9",332,290,31.9,14.5,"433798","2889879","Willow Run Quarry / Belle Meade","Scout","direct","PYBI-74","Collier","PSSF","IE, AlF","Willow",NA,"","caught in aggregation with PYBI-68","","","","","","","","","","","Scout",-81.6622088732977,26.1266579308154
"BP01-02MAR20",2020-03-02,"2020","11:41","adult","Male","alive","8.9",271,235,16.6,7.6,"437077","2875151","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, IE, AlF, AF","Elvis",NA,"","caught in aggregation with PYBI-01, on island","","","","","","","","","","","Scout",-81.6287009661509,25.9938222589357
"BP02-02MAR20",2020-03-02,"2020","11:56","adult","Female","alive","11.5",351,310,50.6,23,"437076","2875139","Curcie Lake","Scout","direct","","Collier","RBNERR","IB, IE, AlF, AF","Elvis","35","V","caught in aggregation with PYBI-01, on island","","","","","","","","","","","Scout",-81.6287103806485,25.9937138636386
"BP01-03MAR20",2020-03-03,"2020","13:09","adult","Female","alive","10.5",320,282,36.6,16.6,"435020","2876945","S of Fiddler's Agricultural","Scout","direct","","Collier","Fiddler's Creek","IB, IE, AlF, AF","Newton","28","O","caught in aggregation with PYBI-50; recovered PYBI-40","","","","","","","","","","","Scout",-81.649341694001,26.0099299954048
"BP01-04MAR20",2020-03-04,"2020","13:06","adult","Female","alive","10.7",326,291,30.5,13.9,"436145","2879648","Trinity Pl","Scout","direct","","Collier","Development","IB, IE, AlF, AF","Estilo","19","V","caught with PYBI-51 along backyard berms, permeated with armadillo burrows","","","","","","","","","","","Scout",-81.6382321914172,26.0343861628855
"BP01-09MAR20",2020-03-09,"2020","15:40","adult","Male","alive","13.1",400,349,53.4,24.2,"431162","2883988","Marco Raw Water","Scout","indirect","","Collier","Development","IB, IE, AlF","Johnny/Ca$h",NA,"","caught basking on base of willow, tight coil basking. Caught after confirming Ca$h location on the way to confirming Johnny location ","","","","","","","","","","","Scout",-81.6882634922303,26.0733440620581
