"","Long","Lat","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"108",-81.6539537280217,26.012153249694,"BP01-21MAR18","COSWFL",2018,"1149","Adult","Female","Alive",11.8,360,317,59.1,26.8,434560,2877193,"Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek","IE, MH, AuF, KF","Mick",NA,"",95,NA,NA,NA,NA,NA,"","para edge of canal, pepper overstory","mid-size female found next to urate and shed skin (most likely hers) only a meter or two away from Mick; has large prey item!!","Undercover","{1D48E6BC-3F2C-4FCC-BDD6-1B3C7FE336B8}","","South","East","","","","","direct",2018-03-21,"2018-03-21 1149"
"109",-81.6025718716831,26.0672307691897,"BP01-17NOV18","COSWFL",2018,"1040","Adult","Female","Alive",14,428,380,111,50.3,439730,2883268,"Rouge River Farms","Scout","","Collier","Six L's Agricultural Buffer","IB, KK, AF, KF","Vagus",80,"",NA,NA,NA,NA,NA,NA,"","para field ","found 30 ft from vagus ","Shedding","{B380B6F3-DFAC-4249-9281-61CD48B5CB5E}","YES","North","East","","","","","direct",2018-11-17,"2018-11-17 1040"
"110",-81.6393344529678,26.0343408770451,"BP01-13DEC18","COSWFL",2018,"1219","Adult","Male","Alive",8.8,267,230,18.6,8.5,436035,2879643,"Trinity Rd","Scout","PYBI-51 Estilo","Collier","Six L's Agricultural Buffer","IB, IE, KK","Jimi",NA,"",0,NA,NA,NA,NA,NA,"","horticultural spoil covered in para","found on top of para covered berm, near Jimi's burrow","Basking","{5DCA0128-8681-40CD-8F1B-CD2B61B364F3}","","North","East","","","","","direct",2018-12-13,"2018-12-13 1219"
"111",-81.6647524199016,26.0894861627365,"BP01-27DEC18","COSWFL",2018,"1230","Adult","Female","Alive",15.4,468,413,124.9,56.7,433523,2885763,"S Naples Citrus Grove","Scout","","Collier","Belle Meade","IB, IE, KK, AF","Argo",77,"",NA,NA,NA,NA,NA,NA,"","Melaleuca pile debris and vines","melaleuca mound in proximity to PYBI-32","Undercover","{98EDE8F7-A8D4-4B92-8425-D8BF62C8DDA6}","YES","North","East","","","","","direct",2018-12-27,"2018-12-27 1230"
"112",-81.7450019139058,26.0712612400982,"BP01-28DEC18","COSWFL",2018,"1417","Adult","Female","Alive",9.7,295,261,37.3,16.9,425486,2883788,"W of Treviso Bay","Scout","PYBI-55 Harriet","Collier","RBNERR","IB, IE, KK, AF","Luther",28,"",NA,NA,NA,NA,NA,NA,"","scrub oak island","Slithering towards burrow in proximity to PYBI-19","Traveling","{3061DE28-A3FE-4A72-9615-6D27FB6314B3}","YES","South","West","","","","","direct",2018-12-28,"2018-12-28 1417"
"113",-81.6317841771618,26.0503381917018,"BP01-31DEC18","COSWFL",2018,"1130","Adult","Male","Alive",10.9,332,293,49.9,22.7,436799,2881411,"W. Sentel","Scout","PYBI-53 Franko","Collier","Six L's Agricultural","IE, KK, AF","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","edge of agricultural retention","basking on W edge of retention; shedding","Basking, Shedding","{00A4FB2E-A093-488F-80B5-793A4D43D9B2}","","North","East","","","","","direct",2018-12-31,"2018-12-31 1130"
"114",-81.6233861707848,25.9990329394677,"BP02-31DEC18","COSWFL",2018,"1301","Adult","Female","Alive",12.3,375,335,66.9,30.4,437612,2875725,"W of CSSP; N of Curcie","Scout","","Collier","Curcie","IE, KK, AF","Quatro",44,"",NA,NA,NA,NA,NA,NA,"","dense mixed hardwood w/ ferns","being courted by 30 lb male nearby sentinel male (PYBI-47)","Courting/Mating","{A4AEB298-BC34-4723-9ABB-936FE05555C4}","YES","South","East","","","","","direct",2018-12-31,"2018-12-31 1301"
"115",-81.6233861707848,25.9990329394677,"BP03-31DEC18","COSWFL",2018,"1301","Adult","Male","Alive",11.1,337,295,30.2,13.7,437612,2875725,"W of CSSP; N of Curcie","Scout","PYBI-54 Seververus","Collier","Curcie","IE, KK, AF","Quatro",NA,"",NA,NA,NA,NA,NA,NA,"","dense mixed hardwood w/ ferns","courting female in proximity to male sentinel animal","Courting/Mating","{B1FF521F-6925-4928-A13B-ADD1734583C5}","","South","East","","","","","direct",2018-12-31,"2018-12-31 1301"
"116",-81.6238638169265,25.9910939165853,"BP01-03JAN19","COSWFL",2019,"1102","Adult","Male","Alive",9.4,285,250,18.4,8.4,437560,2874846,"Curcie Road near radio station","Scout","","Collier","Curcie","IB, IE, KK, KF","Lucky",NA,"",NA,NA,NA,NA,NA,NA,"","S facing edge of disturbed treeline","","Basking, Shedding","{2A2216F7-711B-4925-93CF-45111712FEEE}","","South","East","","","","","direct",2019-01-03,"2019-01-03 1102"
"117",-81.6483748335584,26.0225442233631,"BP01-07JAN19","COSWFL",2019,"1100","Adult","Male","Alive",8.9,272,237,17.7,8.1,435124,2878341,"Fiddlers Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, KK","Mick",NA,"",NA,NA,NA,NA,NA,NA,"","levee","Found next to mick and close to Elvis","Undercover, Courting/Mating","{C94E4E19-CADA-431B-A22A-FDE61606660C}","","South","East","Elvis","","","","direct",2019-01-07,"2019-01-07 1100"
"118",-81.6807741361526,26.0120836242558,"BP01-11JAN19","COSWFL",2019,"1224","Adult","Male","Alive",10.8,330,287,40.5,18.4,431876,2877199,"No man's land","Scout","","Collier","RBNERR","IB, IE, KK, DG","Joey",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{B0C36764-5BFB-4A7A-89B1-CF89D7B2BAD4}","","South","East","","","","","direct",2019-01-11,"2019-01-11 1224"
"119",-81.6470568082448,26.0355074197759,"BP02-11JAN19","COSWFL",2019,"1340","Adult","Female","Alive",12.6,383,338,78.5,35.6,435263,2879776,"Broit Lake","Scout","","Collier","Agricultural","IB, IE, KK, DG","Jimi",52,"",NA,NA,NA,NA,NA,NA,"","","","","{D5305D2D-E375-4055-8007-2ADDCAC1E108}","YES","North","East","","","","","direct",2019-01-11,"2019-01-11 1340"
"120",-81.6306582165979,26.0510112928463,"BP01-12JAN19","COSWFL",2019,"1130","Adult","Female","Alive",13,395,350,80.8,36.7,436912,2881485,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, AF","Donnie",55,"",NA,NA,NA,NA,NA,NA,"","","","","{A8BB9032-199F-4643-98A0-A670CC78327B}","YES","North","East","","","","","direct",2019-01-12,"2019-01-12 1130"
"121",-81.7313554301957,26.0616786798305,"BP01-15JAN19","COSWFL",2019,"1044","Adult","Male","Alive",9.8,298,285,32.2,14.6,426845,2882719,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, KK","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","excavated from GOTO burrow nearby male sentinel animal; found recent shed ","","{A920AE3E-CDA6-4FC8-9B10-459E987DBD53}","","South","West","","","","","direct",2019-01-15,"2019-01-15 1044"
"122",-81.6239364278776,25.9878158788848,"BP01-16JAN19","COSWFL",2019,"1239","Adult","Male","Alive",8.3,254,221,13.6,6.2,437551,2874483,"San Marco Rd","Scout","","Collier","Curcie","IB, IE, KK, MiB","Lucky",NA,"",NA,NA,NA,NA,NA,NA,"","","found basking in proximity to male sentinel animal and L. getula (Florida Kingsnake)","","{6838F307-12D5-4FEE-A876-C6499D518B9A}","","South","East","","","","","direct",2019-01-16,"2019-01-16 1239"
"123",-81.6317378279934,26.051015603964,"BP01-28JAN19","COSWFL",2019,"0000","Adult","Male","Alive",8.8,267,230,17.3,7.9,436804,2881486,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, KK","Franko",NA,"",NA,NA,NA,NA,NA,NA,"","","found basking on S side of retention along same line as male sentinel animal","","{53D2E31B-2A3D-4835-B455-3FC19BE772AF}","","North","East","","","","","direct",2019-01-28,"2019-01-28 0000"
"124",-81.6434440566345,26.003504996291,"BP01-04FEB19","COSWFL",2019,"1214","Adult","Female","Alive",10.7,327,282,41,18.6,435607,2876230,"Auto Ranch Rd","Scout","","Collier","RBNERR","IE, IB, KK, AF","Elvis",30,"",NA,NA,NA,NA,NA,NA,"","","found on S side of dune; nearby basking pad","","{75609CCB-31ED-4752-9C33-3AEB3F6A2AFB}","YES","South","East","","","","","indirect",2019-02-04,"2019-02-04 1214"
"125",-81.7149966670596,26.024812418977,"BP01-14FEB19","COSWFL",2019,"1306","Adult","Female","Alive",11.2,341,300,52.9,24,428459,2878627,"Shell Island Rd","Scout","","Collier","RBNERR","IB, IE, KK, AF","Kirkland",35,"",NA,NA,NA,NA,NA,NA,"","dense leather fern surrounded by mangrove swamp","periscoping in dense leather fern close by Kirkland","","{1CFCB68C-AD8C-459E-A99F-09496184C03C}","YES","South","West","Malcolm","","","","direct",2019-02-14,"2019-02-14 1306"
"126",-81.6267409473309,25.9853838386052,"BP01-15FEB19","COSWFL",2019,"1004","Adult","Female","Alive",9.7,297,261,35.6,16.2,437269,2874215,"SR92","Scout","","Collier","Curcie","IB, KK, KF, AF","Lucky",25,"",NA,NA,NA,NA,NA,NA,"","Between mangroves and manicured grass, pepper, tall grasses and smileaxe","found along edge of road within 1m of Lucky","","{C3DC496D-E380-4F7A-BE7E-E4A8D16A63D8}","YES","South","East","","","","","direct",2019-02-15,"2019-02-15 1004"
"127",-81.734305172611,26.0617810892411,"BP02-15FEB19","COSWFL",2019,"1500","Adult","Female","Alive",12.6,385,349,69.6,31.6,426550,2882732,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, KK","Ender",45,"",NA,NA,NA,NA,NA,NA,"","","","","{17D92450-A680-4A15-985D-CE80B88497BB}","YES","South","West","","","","","direct",2019-02-15,"2019-02-15 1500"
"128",-81.6316217692397,25.9976066607905,"BP01-18FEB19","COSWFL",2019,"1303","Adult","Male","Alive",8.5,258,223,14.1,6.4,436787,2875571,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Severus",NA,"",NA,NA,NA,NA,NA,NA,"","Edge of pond ","Severus, female and two smaller males","","{5101BBB0-6D65-4709-9584-8C6AD730F914}","","South","East","","","","","direct",2019-02-18,"2019-02-18 1303"
"129",-81.631622203778,25.9976879246255,"BP02-18FEB19","COSWFL",2019,"1303","Adult","Female","Alive",14.3,435,385,113.5,51.5,436787,2875580,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Severus",71,"",NA,NA,NA,NA,NA,NA,"","Edge of pond ","Severus, female and two smaller males","","{1C5BA89A-287B-477A-A600-016EB1749AB1}","YES","South","East","","","","","direct",2019-02-18,"2019-02-18 1303"
"130",-81.7458359334462,26.071925101329,"BP04-18FEB19","COSWFL",2019,"1648","Adult","Male","Alive",9.8,300,260,20.3,9.2,425403,2883862,"Treviso Bay","Scout","PYBI-57 Charlie","Collier","RBNERR","IB, IE, KK","Harriett",NA,"",NA,NA,NA,NA,NA,NA,"","","Harriet was wrapped up with this male (Charlie) and Luther was nearby","","{9B825C17-095E-4133-B5DE-0260486BEF28}","","South","West","Luther","","","","direct",2019-02-18,"2019-02-18 1648"
"131",-81.6299473502535,26.0489285892476,"BP01-19FEB19","COSWFL",2019,"1222","Adult","Female","Alive",10,305,268,32.3,14.7,436982,2881254,"W. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, KK","Franko",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{49D724F5-563B-4BD7-95A7-618EC486DCAF}","YES","North","East","","","","","direct",2019-02-19,"2019-02-19 1222"
"132",-81.731268973582,26.0590244938574,"BP01-20FEB19","COSWFL",2019,"1022","Adult","Female","Alive",12.3,375,327,69.8,31.7,426852,2882425,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, KK","Ender",45,"",NA,NA,NA,NA,NA,NA,"","","","","{39B8287F-2409-4AF0-ADCB-0CA670CAC38F}","YES","South","West","","","","","direct",2019-02-20,"2019-02-20 1022"
"133",-81.7458173112371,26.0721419007593,"BP01-25FEB19","COSWFL",2019,"0941","Adult","Male","Alive",9.2,280,243,18.6,8.5,425405,2883886,"Treviso Bay","Scout","PYBI-56 Eddie","Collier","RBNERR","IB, IE, KK","Harriett",NA,"",NA,NA,NA,NA,NA,NA,"","sawgrass and buttonwood","Harriet was copulating with this male (Eddie) and luther was nearby","Courting/Mating","{D4883B7A-F976-46E7-8CE5-7F03DFECD0F5}","","South","West","Luther","","","","direct",2019-02-25,"2019-02-25 0941"
"134",-81.6460122175669,26.0418688335563,"BP01-27FEB19","COSWFL",2019,"1250","Adult","Female","Alive",11.1,339,301,50.9,23.1,435371,2880480,"Pantanal feature","Scout","","Collier","Agricultural","IB, IE, KK","Estilo",34,"",NA,NA,NA,NA,NA,NA,"","Rice field filled with knee deep water and rush","mating aggregation in water filled rice field","Courting/Mating","{4D9DDE8B-E4B3-46AC-A67B-DE27F99AC1E3}","YES","North","East","","","","","direct",2019-02-27,"2019-02-27 1250"
"135",-81.6460122175669,26.0418688335563,"BP02-27FEB19","COSWFL",2019,"1250","Adult","Male","Alive",9.6,294,255,17.1,7.8,435371,2880480,"Pantanal feature","Scout","","Collier","Agricultural","IB, IE, KK","Estilo",NA,"",NA,NA,NA,NA,NA,NA,"","Rice field filled with knee deep water and rush","mating aggregation in water filled rice field","Courting/Mating","{AC11EBA4-2E1B-48A3-85DD-78758FD35293}","","North","East","","","","","direct",2019-02-27,"2019-02-27 1250"
"136",-81.6460122175669,26.0418688335563,"BP03-27FEB19","COSWFL",2019,"1250","Adult","Male","Alive",9.5,289,248,18.4,8.4,435371,2880480,"Pantanal feature","Scout","","Collier","Agricultural","IB, IE, KK","Estilo",NA,"",NA,NA,NA,NA,NA,NA,"","Rice field filled with knee deep water and rush","mating aggregation in water filled rice field","Courting/Mating","{9FFFBF75-2DCD-4E2F-AD0B-8B07AE940955}","","North","East","","","","","direct",2019-02-27,"2019-02-27 1250"
"137",-81.6876863100901,26.0681416094742,"BP04-27FEB19","COSWFL",2019,"1436","Adult","Female","Alive",13.8,420,366,91.1,41.3,431217,2883411,"RAW Water 951","Scout","","Collier","Development","IB, IE, KK","Johnny",59,"",NA,NA,NA,NA,NA,NA,"","Edge of pond under cattails and pepper","underneath johnny under water","Submerged","{F2A463FC-8763-4608-842C-D8B3B26FD9B0}","YES","North","East","","","","","direct",2019-02-27,"2019-02-27 1436"
"138",-81.6529552738917,26.0086904395622,"BP01-05MAR19","COSWFL",2019,"1234","Adult","Female","Alive",13.6,416,365,85.5,38.8,434658,2876809,"No man's land","Scout","","Collier","RBNERR","IB, IE, KK","Joey",58,"",NA,NA,NA,NA,NA,NA,"","pine upland with saw palmetto and poison ivy, and wax myrtle","mating with Joey","Courting/Mating","{A66776AA-194D-44B6-9480-7C319228C2AD}","YES","South","East","","","","","direct",2019-03-05,"2019-03-05 1234"
"139",-81.625590809735,25.994589919282,"BP01-06MAR19","COSWFL",2019,"1100","Adult","Female","Alive",15.6,475,421,158.3,71.8,437389,2875234,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Quatro",86,"",0,NA,NA,NA,NA,NA,"","mangrove edge of curcy lake with dense ferns at edge of sawgrass patch","Giant LAB 5m from quatro","Basking","{E06EB499-24F9-4B7A-AA66-0915B65099D2}","YES","South","East","","","","","direct",2019-03-06,"2019-03-06 1100"
"140",-81.6270987566943,25.9906826296829,"BP02-06MAR19","COSWFL",2019,"1441","Adult","Female","Alive",11.4,346,305,46,20.9,437236,2874802,"SR92","Scout","","Collier","Curcie","IB, IE, KK","Lucky",38,"",100,NA,NA,NA,NA,NA,"","mangroves at edge of waterway","Edge of canal waterway in mangroves","Undercover ","{DC829949-4A2F-497F-9774-7843FCFA2061}","YES","South","East","","","","","direct",2019-03-06,"2019-03-06 1441"
"141",-81.6876842682402,26.0729271868859,"BP01-12MAR19","COSWFL",2019,"1034","Adult","Female","Alive",12.4,379,333,60.5,27.5,431220,2883941,"Marco Raw Water","Scout","","Collier","Development","IB, IE, KK","Johnny",48,"",NA,NA,NA,NA,NA,NA,"","sawpalmetto patch near edge of pond","Mating aggregation with 3 males including Johnny","Courting/Mating","{8BBD93B9-587F-4574-BCFC-43783F72B751}","YES","North","East","","","","","direct",2019-03-12,"2019-03-12 1034"
"142",-81.6876842682402,26.0729271868859,"BP02-12MAR19","COSWFL",2019,"1034","Adult","Male","Alive",8.9,270,235,16.1,7.3,431220,2883941,"Marco Raw Water","Scout","PYBI-58 Ca$h","Collier","Development","IB, IE, KK","Johnny",NA,"",NA,NA,NA,NA,NA,NA,"","sawpalmetto patch near edge of pond","Mating aggregation with 3 males including Johnny and a female","Courting/Mating","{C0FA1E8F-27C1-472D-89A0-65A521096333}","","North","East","","","","","direct",2019-03-12,"2019-03-12 1034"
"143",-81.6876842682402,26.0729271868859,"BP03-12MAR19","COSWFL",2019,"1034","Adult","Male","Alive",9.5,291,255,19.4,8.8,431220,2883941,"Marco Raw Water","Scout","PYBI-59 Dylan","Collier","Development","IB, IE, KK","Johnny",NA,"",NA,NA,NA,NA,NA,NA,"","sawpalmetto patch near edge of pond","Mating aggregation with 3 males including Johnny and a female","Courting/Mating","{9BFB01E7-AF2B-42F0-B1AB-1C3BB44BF905}","","North","East","","","","","direct",2019-03-12,"2019-03-12 1034"
"144",-81.6442332107519,26.0254341174007,"BP04-12MAR19","COSWFL",2019,"1137","Adult","Female","Alive",11.5,351,309,51.4,23.3,435540,2878659,"Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, KK","Mick",36,"",NA,NA,NA,NA,NA,NA,"","Para patch at edge of artificial lake ","In para grass bemeath Mick while mate gaurding on edge of artificial lake","under male","{A3BEA9E0-10F6-4E62-B46F-9941B717B5CA}","YES","South","East","","","","","direct",2019-03-12,"2019-03-12 1137"
"145",-81.1098630148102,25.9305516440947,"EDD-BP01-15MAR19","EddMaps",2019,"1200","Adult","Unknown","Dead",14.9,455,401,105.6,47.9,488999,2867997,"Middle of BCNP N of Tamiami trail","Scout","8021976","Collier","BCNP","Matthew Mccollister NPS","",NA,"",NA,NA,NA,NA,NA,NA,"","","Middle of BCNP may have used sentinels","","{5D68AAA2-E783-4BAF-88D4-53334D69E8A2}","","","","","","","","direct",2019-03-15,"2019-03-15 1200"
"146",-81.6283667784862,25.9905236252066,"BP01-22MAR19","COSWFL",2019,"1239","Adult","Female","Alive",10.6,323,287,44.6,20.3,437109,2874785,"SR92","Scout","","Collier","Curcie","IB, IE, KK","Elvis",27,"",90,24.2999992370605,NA,20.3999996185303,NA,NA,"","Dense leatherfern and mangrove","Hypo, high yellow. Battered head","","{3852755F-4BD7-4469-B49B-089B3A48580E}","YES","South","East","","","","","direct",2019-03-22,"2019-03-22 1239"
"147",-81.6805369263332,26.0653313278286,"BP01-23OCT19","COSWFL",2019,"1030","Adult","Female","A",13.8,420,369,95.7,43.4,431931,2883100,"Winding Cypress","Scout","","Collier","Development","IB, IE, Associated Press","Johnny",55,"",NA,NA,NA,NA,NA,NA,"","","found in proximity to telemetered male (PYBI-21); coiled, shedding, excreted ~3kg of feces w/ deer","Coiled","{4CDCA5EB-3330-4DEF-AD92-7446EC83C416}","YES","North","East","","","","","direct",2019-10-23,"2019-10-23 1030"
"148",-81.6069904462272,25.997486497308,"BP01-04DEC19","COSWFL",2019,"1226","Adult","Female","A",12.8,391,343,76.7,34.8,439252,2875546,"S of Old San Marco Rd","Scout","","Collier","CSSP","IB, IE, AlF","Thor",57,"",NA,NA,NA,NA,NA,NA,"","burrow","found in burrow in proximity to telemetered male (PYBI-51)","Courting/Mating","{9537F982-8019-4845-9CB9-5E864EED2576}","YES","South","East","","","","","direct",2019-12-04,"2019-12-04 1226"
"149",-81.6786713041331,26.0708068176232,"BP02-04DEC19","COSWFL",2019,"1400","Adult","Female","A",13.4,407,360,100.6,45.7,432120,2883702,"Winding Cypress","Scout","","Collier","Development","IB, IE, AlF","Johnny",65,"",NA,NA,NA,NA,NA,NA,"","hammock edge","Found in proximity to telemetered male (PYBI-21)","Courting/Mating","{F79D4650-BC5E-40AC-A21C-2B34FFE73F77}","YES","North","East","","","","","direct",2019-12-04,"2019-12-04 1400"
"150",-81.6432909025027,26.0106593092812,"BP01-12DEC19","COSWFL",2019,"1258","Adult","Male","A",8.8,269,232,18.3,8.3,435624,2877025,"Eagle Island","Scout","PYBI-65 Darwin","Collier","Fiddler's Creek","IB, IE, AlF","Newton",NA,"",NA,NA,NA,NA,NA,NA,"","saw palmetto/ oak scrub","on the move, indirect capture (PYBI - 50), stopped underneath saw palmetto","Traveling","{0C3EBE30-A0EF-4CBE-85E2-D985548CA0E1}","","South","East","","","","","direct",2019-12-12,"2019-12-12 1258"
"151",-81.6542897217221,26.0062012426629,"BP01-20DEC19","COSWFL",2019,"1155","Adult","Female","A",14.3,437,387,97.6,44.3,434587,2876490,"S of Fiddler's Agricultural","Scout","","Collier","RBNERR","IB, AlF","Ziggy",68,"",NA,NA,NA,NA,NA,NA,"","pine/palmetto island surrounded by wetland","shedding","Shedding","{98AB44E3-4194-408E-8B15-77D36A2E5F56}","YES","South","East","","","","","direct",2019-12-20,"2019-12-20 1155"
"152",-81.6101866441792,26.0359782930873,"BP01-27DEC19","COSWFL",2019,"1210","Adult","Female","A",11.9,363,323,55.6,25.2,438944,2879807,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, AlF, AF","Ronin",44,"",NA,NA,NA,NA,NA,NA,"","agricultural retention","caught slithering away from large pad of matted grass, likely from mating activity","Courting/Mating","{DF8B2D73-2DAA-420E-8924-F10C02B1E549}","YES","North","East","","","","","direct",2019-12-27,"2019-12-27 1210"
"153",-81.6339231440014,25.997156363344,"BP01-31DEC19","COSWFL",2019,"1103","Adult","Female","A",10,304,269,42.9,19.5,436558,2875507,"Curcie Lake","Scout","","Collier","Curcie","IE, AlF, AF","Elvis",32,"",NA,NA,NA,NA,NA,NA,"","fern edge of cattail marsh","caught slithering away from basking area w/ nearby urate","Basking","{248284F4-EEF5-4985-B35D-AEF9CBB13BA6}","YES","South","East","","","","","direct",2019-12-31,"2019-12-31 1103"
"154",-81.6654053792866,26.1306455403903,"BP01-06JAN20","COSWFL",2020,"1055","Adult","Female","A",13.4,408,361,108.9,49.4,433481,2890323,"Willow Run Quarry / Belle Meade","Scout","PYBI-68 Willow","Collier","Belle Meade","IE, AlF","Caesar",NA,"",NA,NA,NA,NA,NA,NA,"","ecotone - willow / cabbage palm","caught basking nearby male in alligator flag ","Courting/Mating","{18624FD1-C49E-48B5-A92D-6A32E075DFE2}","","North","East","","","","","direct",2020-01-06,"2020-01-06 1055"
"155",-81.6415423027081,26.0439418528143,"BP01-13JAN20","COSWFL",2020,"1308","Adult","Female","A",10.4,317,278,32.1,14.6,435817,2880707,"Greenway Rd","Scout","","Collier","Six L's Agricultural Buffer"," IB, AlF","Franko",32,"",NA,NA,NA,NA,NA,NA,"","nursery","","Courting/Mating","{EC87CA8B-64F4-4079-B621-8D671A2660C1}","YES","North","East","","","","","direct",2020-01-13,"2020-01-13 1308"
"156",-81.6507097357213,26.0091795112953,"BP01-14JAN20","COSWFL",2020,"1248","Adult","Male","A",7.9,241,208,12.9,5.9,434878,2876862,"S of Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek"," IB AlF","Newton",NA,"",NA,NA,NA,NA,NA,NA,"","cabbage palm hammock","labyrinth","Basking","{08A91C24-D0BD-4982-A75F-AE7498EDAB06}","","South","East","","","","","direct",2020-01-14,"2020-01-14 1248"
"157",-81.6313749778564,25.9909501852884,"BP01-18JAN20","COSWFL",2020,"1157","Adult","Female","A",11.6,355,315,48.4,22,436769,2874858,"Curcie Lake","Scout","","Collier","Curcie","IB, AF, AlF","Quatro",38,"",NA,NA,NA,NA,NA,NA,"","","caught basking near Quatro","Basking","{A8C05871-BA17-43D3-8584-AC8DF5F5C9C1}","YES","South","East","","","","","direct",2020-01-18,"2020-01-18 1157"
"158",-81.6105134031728,26.0411067266068,"BP01-20JAN20","COSWFL",2020,"1356","Adult","Female","A",11.8,361,327,68,30.9,438921,2880376,"E. Sentel","Scout","","Collier","Six L's Agricultural"," IB, ICE, AlF","Ronin",55,"",NA,NA,NA,NA,NA,NA,"","","slight stumpy tail; caught in proximity to PYBI-34","","{52757E38-45D3-4931-8ABD-775992B4E797}","YES","North","East","","","","","direct",2020-01-20,"2020-01-20 1356"
"159",-81.6069260494278,26.0505896949415,"BP01-22JAN20 ","COSWFL",2020,"1222","Adult","Female","A",15.9,486,435,141.3,64.1,439274,2881410,"E. Sentel","Scout","","Collier","Six L's Agricultural"," IB, ICE, AlF ","Donnie",73,"",NA,NA,NA,NA,NA,NA,"","agricultural retention","","Courting/Mating","{F8D4079B-C68E-461A-800F-24119BF27100}","YES","North","East","","","","","indirect",2020-01-22,"2020-01-22 1222"
"160",-81.6305395313688,26.0510041035087,"BP01-23JAN20","COSWFL",2020,"1101","Adult","Male","A",10.2,310,270,31.1,14.1,436923,2881482,"W. Sentel","Scout","PYBI-69","Collier","Six L's Agricultural"," IB, IE, AlF, KF","Lulu",NA,"",NA,NA,NA,NA,NA,NA,"","agricultural retention","","Basking","{7765ACA9-9E6D-44BF-88AB-21B22C0E3285}","","North","East","","","","","direct",2020-01-23,"2020-01-23 1101"
"161",-81.6349072857982,25.9959480490437,"BP01-24JAN20","COSWFL",2020,"1101","Adult","Female","A",11.7,358,316,66.4,30.1,436461,2875389,"Curcie Lake","Scout","","Collier","Curcie"," IB, IE, AlF","Elvis",42,"",NA,NA,NA,NA,NA,NA,"","Oak Hammock","caught basking on large oak hammock feature S of Curcie Rd","Basking","{5392A7BB-16F8-44DE-9383-5807CAA12722}","YES","South","East","","","","","direct",2020-01-24,"2020-01-24 1101"
"162",-81.6097837411291,26.0422895948827,"BP01-29JAN20","COSWFL",2020,"1103","Adult","Male","A",7.6,231,202,10.7,4.9,438987,2880508,"E. Sentel","Scout","","Collier","Six L's Agricultural","IB, IE, AF, AlF","Ronin",NA,"",NA,NA,NA,NA,NA,NA,"","","head deformity (L side)","","{2C504F5F-3E6D-419B-83BB-51EC94A792F6}","","North","East","","","","","indirect",2020-01-29,"2020-01-29 1103"
"163",-81.6311445329716,25.9958053533172,"BP02-30JAN20","COSWFL",2020,"1108","Adult","Female","A",13.2,403,354,77.9,35.4,436832,2875372,"Curcie Lake","Scout","","Collier","Curcie"," IB, IE, AlF, AF","Quatro",37,"",NA,NA,NA,NA,NA,NA,"","Oak Hammock","","","{BF310441-8D85-4748-A3E5-54BBD0D971B3}","YES","South","East","","","","","direct",2020-01-30,"2020-01-30 1108"
"164",-81.6100805771493,26.0406100438885,"BP01-03FEB20 ","COSWFL",2020,"1047","Adult","Male","A",8.4,255,221,15.2,6.9,438971,2880319,"E. Sentel","Scout","","Collier","Six L's Agricultural"," IB, IE, AlF","Ronin",NA,"",NA,NA,NA,NA,NA,NA,"","Agricultural retention edge","caught basking on E facing edge of agricultural retention","Basking","{A951E365-748C-484F-994C-2CE00F34DE30}","","North","East","","","","","indirect",2020-02-03,"2020-02-03 1047"
"165",-81.6506444170331,26.0581854022332,"BP02-03FEB20","COSWFL",2020,"1406","Adult","Female","A",14.8,450,396,114.1,51.8,434916,2882290,"O’Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AlF","Nice",61,"",NA,NA,NA,NA,NA,NA,"","Willow Swamp","Found near large basking pad in location previously known by Jimi, Franko, Argo, and 69","Basking","{F1F149FF-752C-4640-8707-2C91FAD372C7}","YES","North","East","","","","","indirect",2020-02-03,"2020-02-03 1406"
